token, fname, lname, job, city, country
600,Ernie,Love,movie star,London,UK
601,Mighty,Wise,trader,Havana,Cuba
602,Bunny,Moore,farmer,London,UK
603,Ricky,Moore,poet,Panama,Panama
604,Desmond,Fyah,bassist,Negril,Jamaica
605,Bertie,Trader,keyboard player,Paris,France
606,Mel,Johnson,horns player,Paris,France
607,Shannon,London,percussionist,Negril,Jamaica
608,Vinnie,White,trader,Negril,Jamaica
609,Marion,Stephens,hustler,Mexico City,Mexico
610,Bagga,Chambers,mix engineer,São Paulo,Brazil
611,Cedella,Bear,philosopher,Kingston,Jamaica
612,Ricky,Hyatt,athlete,London,UK
613,Linda,Edward,mix engineer,London,UK
614,Jackie,Tucker,painter,Spanish Town,Jamaica
615,Morgan,Banton,artisan,London,UK
616,Kenroy,Jarret,athlete,Negril,Jamaica
617,Chloe,Ford,singer,Lalibela,Ethiopia
618,Chris,Tucker,drummer,Panama,Panama
619,Sammy,EastWood,athlete,London,UK
620,Shelly,Gardner,horns player,Kingston,Jamaica
621,Benny,Star,architect,Kingston,Jamaica
622,Judy,Bull,welder,Los Angeles,USA
623,Leslie,Whales,poet,Virgin Islands,Virgin Islands
624,Kenroy,Thompson,grower,Montego Bay,Jamaica
625,Daddy,Baker,singer,São Luís,Brazil
626,Danny,Hold,photographer,St. Ann,Jamaica
627,Courtney,Gibson,selectah,Accra,Ghana
628,Danny,Clarke,dancer,Toronto,Canada
629,Alex,Love,doctor,Kingston,Jamaica
630,Aayla,EastWood,grower,New York,USA
631,Chloe,Wise,athlete,Paris,France
632,Sammy,Jacobs,designer,Ocho Rios,Jamaica
633,Courtney,Pryce,trader,London,UK
634,Sammy,Gardner,grower,San Andres,Colombia
635,Big,Grant,rodie,Bristol,UK
636,Randy,Baker,bassist,Luanda,Angola
637,Linda,Ford,story teller,Trinidad & Tobago,Trinidad & Tobago
638,Bob,Lawson,teacher,Ocho Rios,Jamaica
639,Ali,Hold,grower,Spanish Town,Jamaica
640,August,Fuller,artisan,New York,USA
641,Jackie,Ross,movie star,Negril,Jamaica
642,Bunny,Ford,cooker,Addis Abeba,Ethiopia
643,Willy,Davidson,producer,London,UK
644,Jackie,Hylton,guitarist,Lisbon,Portugal
645,Sista,Jarret,cooker,Spanish Town,Jamaica
646,Sammy,Vernon,promoter,Luanda,Angola
647,Daddy,Tuffy,promoter,Negril,Jamaica
648,Noel,Grant,architect,Montego Bay,Jamaica
649,Gene,Echo,dancer,Ocho Rios,Jamaica
650,Kaleisha,Davidson,welder,London,UK
651,Judy,Reid,farmer,Kingston,Jamaica
652,Morgan,Bailey,architect,Spanish Town,Jamaica
653,Clive,Nelson,teacher,Ocho Rios,Jamaica
654,Donavan,Francis,dealer,Ocho Rios,Jamaica
655,Andy,Hyatt,journalist,Lalibela,Ethiopia
656,Ras,Jarret,producer,Kingston,Jamaica
657,Hopeton,Burton,designer,St. Ann,Jamaica
658,Junior,Jacobs,cooker,Salvador,Brazil
659,Horace,Haynes,writter,Spanish Town,Jamaica
660,Angel,Ranks,welder,Los Angeles,USA
661,Big,Wong,cooker,London,UK
662,Glen,Bull,activist,Ocho Rios,Jamaica
663,Tony,Clarke,rodie,London,UK
664,Rickie,Rodriguez,farmer,New York,USA
665,Mel,Williams,percussionist,London,UK
666,Ricky,Davidson,teacher,London,UK
667,Bertie,Powell,artisan,London,UK
668,Andy,Jones,bassist,Montego Bay,Jamaica
669,Carol,Whales,philosopher,Montego Bay,Jamaica
670,Erin,Vibez,writter,New York,USA
671,Vinnie,Russell,guitarist,Birmingham,UK
672,Carol,Russell,producer,Salvador,Brazil
673,Daryl,Gibson,designer,Kingston,Jamaica
674,Lloyd,Collins,mix engineer,Spanish Town,Jamaica
675,Ollie,Chambers,cooker,Ocho Rios,Jamaica
676,Shannon,Stephens,horns player,London,UK
677,Gene,Sinclair,artisan,Negril,Jamaica
678,Shelly,Spirit,poet,Negril,Jamaica
679,Carol,Vibes,writter,Negril,Jamaica
680,Courtney,Black,guitarist,Ocho Rios,Jamaica
681,Lee,Asher,artisan,Paris,France
682,Andy,Forrest,horns player,Ocho Rios,Jamaica
683,Alex,EastWood,percussionist,Montego Bay,Jamaica
684,Chris,Francis,drummer,New York,USA
685,Cherry,Palmer,poet,Montego Bay,Jamaica
686,Angel,Brown,guitarist,St. Ann,Jamaica
687,Ruby,Winner,deejay,St. Ann,Jamaica
688,Val,Rocky,mix engineer,St. Ann,Jamaica
689,Randy,Wonder,cooker,Kingston,Jamaica
690,Kelly,Baker,farmer,Bristol,UK
691,Big,Crystal,designer,Miami,USA
692,Shelly,Fisher,drummer,Panama,Panama
693,Natty,Wise,developer,Montego Bay,Jamaica
694,Sammy,Collins,welder,Miami,USA
695,General,Asher,rodie,Los Angeles,USA
696,Alex,Levi,grower,Ocho Rios,Jamaica
697,Aayla,Trader,keyboard player,Bristol,UK
698,Cedella,Champion,dread maker,St. Ann,Jamaica
699,Jackie,Haynes,welder,Amsterdan,NL
700,Bertie,Beckford,journalist,Kingston,Jamaica
701,Likkle,Jones,rodie,Kingston,Jamaica
702,Willy,Powell,welder,San Andres,Colombia
703,Kaleisha,Watson,developer,Negril,Jamaica
704,Carol,London,designer,Montego Bay,Jamaica
705,Kenroy,24,producer,Negril,Jamaica
706,Vinnie,Mystic,deejay,Bristol,UK
707,Clive,Stephens,dealer,São Luís,Brazil
708,Kenroy,Fuller,drummer,Kingston,Jamaica
709,Chance,Livingston,box lifter,London,UK
710,Rickie,Nelson,box lifter,Montego Bay,Jamaica
711,Jackie,Jacobs,box lifter,New York,USA
712,Winnie,Henderson,activist,Negril,Jamaica
713,Marion,Youth,singer,Kingston,Jamaica
714,Gabby,Black,horns player,St. Ann,Jamaica
715,Jean,Banks,grower,Trinidad & Tobago,Trinidad & Tobago
716,Sista,Rocky,singer,Negril,Jamaica
717,Marion,London,rodie,Lisbon,Portugal
718,Vinnie,Ruler,welder,Manchester,UK
719,Leroy,Champion,story teller,Dakar,Senegal
720,Shelly,Clarke,hustler,Lisbon,Portugal
721,Queen,Campbell,activist,Negril,Jamaica
722,Randy,Rodriguez,doctor,Trinidad & Tobago,Trinidad & Tobago
723,Eddie,Watson,deejay,Kingston,Jamaica
724,General,Crystal,mix engineer,London,UK
725,Jackie,Sterling,story teller,Ocho Rios,Jamaica
726,Jess,Sterling,deejay,San Diego,USA
727,Andy,London,developer,Ocho Rios,Jamaica
728,Casey,Livingston,athlete,Negril,Jamaica
729,Ruby,Irie,doctor,Virgin Islands,Virgin Islands
730,Marion,Wise,dancer,Panama,Panama
731,Gabby,Lawrence,mix engineer,San Jose,Costa Rica
732,Winnie,Ranks,dealer,Montego Bay,Jamaica
733,Clair,Fraser,mix engineer,Kingston,Jamaica
734,Lee,Gibson,journalist,New York,USA
735,Rickie,Thompson,singer,Spanish Town,Jamaica
736,Jah,Irie,deejay,Kingston,Jamaica
737,August,Lewis,athlete,London,UK
738,General,Ranks,designer,Toronto,Canada
739,Reggie,Echo,poet,San Jose,Costa Rica
740,Tony,Brown,rodie,Ocho Rios,Jamaica
741,Eddie,Collins,story teller,Montego Bay,Jamaica
742,August,Thompson,architect,St. Ann,Jamaica
743,Phil,Banks,designer,Negril,Jamaica
744,Mighty,Fisher,percussionist,London,UK
745,Marion,Vibez,painter,St. Ann,Jamaica
746,Junior,Stephens,movie star,Kingston,Jamaica
747,Stevie,Francis,farmer,Lisbon,Portugal
748,Andy,Palmer,rodie,Negril,Jamaica
749,Morgan,Crystal,grower,São Paulo,Brazil
750,Mark,Palmer,developer,Panama,Panama
751,Izzy,Trader,bassist,Spanish Town,Jamaica
752,Sammy,Moore,box lifter,Ocho Rios,Jamaica
753,Ras,Forbes,poet,London,UK
754,Big,Collins,guitarist,Negril,Jamaica
755,Ranking,Ross,rodie,Trinidad & Tobago,Trinidad & Tobago
756,Cedella,London,keyboard player,Spanish Town,Jamaica
757,Lou,Love,athlete,Panama,Panama
758,General,Richardson,developer,Montego Bay,Jamaica
759,Clive,Echo,photographer,Spanish Town,Jamaica
760,Desmond,Davidson,activist,St. Ann,Jamaica
761,Angel,Burton,artisan,London,UK
762,Izzy,West,rodie,São Luís,Brazil
763,General,Reid,athlete,London,UK
764,Benny,EastWood,driver,Luanda,Angola
765,August,Baker,writter,San Andres,Colombia
766,Erin,Champion,hustler,Kingston,Jamaica
767,Miss,Bhing,promoter,St. Ann,Jamaica
768,Leslie,Star,journalist,New York,USA
769,Bagga,Bull,movie star,Montego Bay,Jamaica
770,Jah,Baker,journalist,Ocho Rios,Jamaica
771,Connie,Nelson,athlete,Manchester,UK
772,Gabby,Gardner,photographer,New York,USA
773,Kenroy,Francis,painter,London,UK
774,Eddie,Vernon,philosopher,Lalibela,Ethiopia
775,Tony,Stephens,horns player,Ocho Rios,Jamaica
776,Jerry,Star,designer,Montego Bay,Jamaica
777,Horace,Bennett,promoter,Lisbon,Portugal
778,Don,Bear,promoter,Manchester,UK
779,Benny,Sinclair,photographer,London,UK
780,Hopeton,Chambers,drummer,New York,USA
781,August,Lion,percussionist,Montego Bay,Jamaica
782,Gabby,Clarke,story teller,San Francisco,USA
783,Ollie,West,bassist,Paris,France
784,Kelly,Ranks,cooker,Negril,Jamaica
785,Likkle,Bhing,horns player,Kingston,Jamaica
786,Lioness,Lion,deejay,Kingston,Jamaica
787,Ruby,Wong,promoter,Spanish Town,Jamaica
788,Francis,Asher,writter,Kingston,Jamaica
789,Gabby,Wise,keyboard player,Bristol,UK
790,Jess,Warriah,developer,Lalibela,Ethiopia
791,Erin,Pryce,philosopher,São Paulo,Brazil
792,Angel,EastWood,singer,Spanish Town,Jamaica
793,Chloe,Stone,driver,Panama,Panama
794,Bertie,Banton,trader,San Jose,Costa Rica
795,Chloe,Edward,promoter,Spanish Town,Jamaica
796,Ricky,Wong,farmer,Miami,USA
797,Ranking,Love,poet,Montego Bay,Jamaica
798,Francis,Moore,mix engineer,St. Ann,Jamaica
799,Jess,Grant,architect,Ocho Rios,Jamaica
800,Danny,Champion,teacher,Montego Bay,Jamaica
801,Clair,Crystal,athlete,Spanish Town,Jamaica
802,Ranking,Sterling,horns player,Mexico City,Mexico
803,Jerry,Powell,teacher,Salvador,Brazil
804,Desmond,Sinclair,selectah,Spanish Town,Jamaica
805,Alex,Stephens,architect,Salvador,Brazil
806,Ruby,Vibez,trader,Negril,Jamaica
807,Clive,Bhing,singer,Birmingham,UK
808,Lou,Vernon,athlete,Kingston,Jamaica
809,Cameron,McKenzie,singer,London,UK
810,Horace,Wong,mix engineer,Mexico City,Mexico
811,Horace,Gibson,keyboard player,New York,USA
812,Alex,I,athlete,Ocho Rios,Jamaica
813,Ellis,Jarret,drummer,Trinidad & Tobago,Trinidad & Tobago
814,Kimberley,Ward,writter,St. Ann,Jamaica
815,Cameron,Banton,box lifter,Montego Bay,Jamaica
816,Glen,Bear,farmer,Birmingham,UK
817,Noel,Palmer,promoter,Ocho Rios,Jamaica
818,Adrian,Crystal,horns player,New York,USA
819,Leroy,Kultcha,producer,Panama,Panama
820,Adrian,Ruler,developer,Kingston,Jamaica
821,Willy,33,designer,Accra,Ghana
822,Eddie,Jones,dread maker,Ocho Rios,Jamaica
823,Jada,I,doctor,Havana,Cuba
824,Lee,Clarke,driver,San Francisco,USA
825,Jada,Silvera,poet,Spanish Town,Jamaica
826,Bertie,Fisher,writter,Kingston,Jamaica
827,Ketty,Watson,promoter,Amsterdan,NL
828,Izzy,Lewis,grower,New York,USA
829,Shelly,Johnson,welder,Paris,France
830,Queen,Banks,cooker,Berlin,DE
831,Chloe,Jacobs,dealer,Montego Bay,Jamaica
832,Mighty,Fraser,drummer,Miami,USA
833,Bunny,Powell,producer,Kingston,Jamaica
834,Zekiah,Cole,selectah,New York,USA
835,Randy,Beckford,journalist,Mexico City,Mexico
836,Kenroy,White,deejay,Soweto,South Africa
837,Kelly,Ford,deejay,Kingston,Jamaica
838,Morgan,Cole,guitarist,Accra,Ghana
839,Clair,Francis,poet,Lalibela,Ethiopia
840,Hopeton,Lawson,box lifter,Spanish Town,Jamaica
841,August,Clarke,producer,Dakar,Senegal
842,Kenroy,Buchanan,cooker,Virgin Islands,Virgin Islands
843,Bob,Davidson,farmer,Bristol,UK
844,Bertie,Bailey,selectah,Birmingham,UK
845,Ernie,Rodriguez,driver,Spanish Town,Jamaica
846,Jennifer,24,movie star,Negril,Jamaica
847,Jada,Beckford,dancer,Los Angeles,USA
848,Leroy,Davis,developer,Spanish Town,Jamaica
849,Chevelle,Forbes,deejay,San Diego,USA
850,Mel,Ranks,movie star,San Andres,Colombia
851,Winnie,Fuller,architect,Montego Bay,Jamaica
852,Stevie,Sterling,horns player,Paris,France
853,Chris,McKenzie,designer,Virgin Islands,Virgin Islands
854,Jean,Watson,dealer,Spanish Town,Jamaica
855,Ernie,Davidson,percussionist,Luanda,Angola
856,Bertie,Grant,philosopher,Paris,France
857,Gabby,White,producer,Accra,Ghana
858,Glen,Collins,dread maker,St. Ann,Jamaica
859,Queen,Brooks,selectah,Ocho Rios,Jamaica
860,Clive,Jarret,box lifter,Ocho Rios,Jamaica
861,Jah,Anderson,selectah,St. Ann,Jamaica
862,Lloyd,Baker,architect,St. Ann,Jamaica
863,Glen,Lawson,drummer,Ocho Rios,Jamaica
864,Lioness,Johnson,painter,New York,USA
865,Mel,West,movie star,Negril,Jamaica
866,General,Mystic,driver,Negril,Jamaica
867,Courtney,Sinclair,horns player,London,UK
868,Mel,Asher,dealer,Virgin Islands,Virgin Islands
869,Daddy,Jarret,designer,Negril,Jamaica
870,Vinnie,Bennett,singer,Montego Bay,Jamaica
871,Val,Bennett,percussionist,San Jose,Costa Rica
872,Mickey,Nelson,activist,Ocho Rios,Jamaica
873,Lee,Haynes,horns player,Montego Bay,Jamaica
874,Chloe,Gibson,dealer,Trinidad & Tobago,Trinidad & Tobago
875,Sammy,Smokey,designer,Montego Bay,Jamaica
876,Winnie,Bennett,designer,Toronto,Canada
877,Ruby,31,trader,New York,USA
878,Judy,Hold,dread maker,Los Angeles,USA
879,Ray,Sinclair,horns player,Ocho Rios,Jamaica
880,Cameron,Cole,architect,St. Ann,Jamaica
881,Horace,Judah,horns player,Manchester,UK
882,Taniyah,Asher,developer,Manchester,UK
883,Chevelle,Smokey,designer,Miami,USA
884,Daddy,Spirit,singer,Negril,Jamaica
885,Leslie,Bear,producer,Miami,USA
886,Benny,Hyatt,dealer,Virgin Islands,Virgin Islands
887,Shannon,Ross,mix engineer,Virgin Islands,Virgin Islands
888,Bunny,Vernon,philosopher,Spanish Town,Jamaica
889,Chance,Bull,developer,Negril,Jamaica
890,Kenroy,Lawson,artisan,Montego Bay,Jamaica
891,Bagga,Jackson,box lifter,Ocho Rios,Jamaica
892,Bob,Higgins,architect,Trinidad & Tobago,Trinidad & Tobago
893,Erin,Love,mix engineer,London,UK
894,Mickey,Smokey,trader,Montego Bay,Jamaica
895,Adrian,Banks,dancer,Los Angeles,USA
896,Judy,Star,designer,Spanish Town,Jamaica
897,Ali,Love,farmer,Spanish Town,Jamaica
898,Andy,White,drummer,San Diego,USA
899,Jean,Sterling,bassist,Montego Bay,Jamaica
900,Eddie,Tucker,guitarist,Spanish Town,Jamaica
901,Bagga,Vibez,farmer,Negril,Jamaica
902,Bunny,Anderson,horns player,Ocho Rios,Jamaica
903,Bob,Moore,dealer,São Luís,Brazil
904,Queen,EastWood,guitarist,Spanish Town,Jamaica
905,Lioness,Thompson,singer,Panama,Panama
906,Rickie,McKenzie,mix engineer,Virgin Islands,Virgin Islands
907,Ruby,Davis,welder,Kingston,Jamaica
908,Noel,I,percussionist,New York,USA
909,Ruby,Killah,poet,Mexico City,Mexico
910,Ernie,Fraser,box lifter,New York,USA
911,Sista,Smith,movie star,Trinidad & Tobago,Trinidad & Tobago
912,Rickie,Killah,horns player,Negril,Jamaica
913,Gene,Warriah,rodie,San Andres,Colombia
914,Mickey,Judah,bassist,Birmingham,UK
915,Hopeton,Spirit,writter,Salvador,Brazil
916,Benny,17,writter,Kingston,Jamaica
917,Bunny,Wonder,driver,Addis Abeba,Ethiopia
918,Kenroy,Henderson,photographer,Ocho Rios,Jamaica
919,Morgan,Wise,story teller,Kingston,Jamaica
920,Jada,Davidson,horns player,San Diego,USA
921,Clive,Stone,doctor,Negril,Jamaica
922,Adrian,Irie,horns player,Montego Bay,Jamaica
923,Connie,Hyatt,farmer,São Luís,Brazil
924,Likkle,Kultcha,athlete,Montego Bay,Jamaica
925,Bunny,Warren,driver,Kingston,Jamaica
926,Bagga,Wise,designer,Bristol,UK
927,Bunny,Bear,architect,Addis Abeba,Ethiopia
928,Francis,Fraser,movie star,Kingston,Jamaica
929,Carol,Rodriguez,artisan,San Jose,Costa Rica
930,Reggie,Hold,teacher,Montego Bay,Jamaica
931,Brooke,Watson,selectah,Ocho Rios,Jamaica
932,Bertie,Cooper,guitarist,St. Ann,Jamaica
933,Winnie,Ross,doctor,St. Ann,Jamaica
934,Noel,Williams,dealer,San Andres,Colombia
935,Ricky,Juice,mix engineer,Negril,Jamaica
936,Lee,Reid,architect,Paris,France
937,Tony,Thompson,writter,Lisbon,Portugal
938,Rickie,Watson,deejay,San Jose,Costa Rica
939,Vic,Vibez,trader,St. Ann,Jamaica
940,Jerry,Cooper,journalist,Kingston,Jamaica
941,Mighty,Clarke,trader,Montego Bay,Jamaica
942,Taniyah,Sinclair,welder,Spanish Town,Jamaica
943,Ellis,Henderson,journalist,Montego Bay,Jamaica
944,Delroy,Ross,athlete,Addis Abeba,Ethiopia
945,Linda,Hyatt,bassist,São Paulo,Brazil
946,Linda,Baker,athlete,Kingston,Jamaica
947,Shelly,Hyatt,singer,Ocho Rios,Jamaica
948,Lee,Haynes,story teller,Kingston,Jamaica
949,Chance,McKenzie,movie star,Negril,Jamaica
950,Bob,Wonder,teacher,Spanish Town,Jamaica
951,Lee,Stone,rodie,Negril,Jamaica
952,Vinnie,Sterling,producer,London,UK
953,Mighty,Sinclair,athlete,San Jose,Costa Rica
954,Ollie,Grant,photographer,Montego Bay,Jamaica
955,Jennifer,Rodriguez,promoter,Los Angeles,USA
956,Queen,Wise,artisan,Negril,Jamaica
957,Taylor,Wong,photographer,Ocho Rios,Jamaica
958,Connie,Jarret,architect,Spanish Town,Jamaica
959,Lioness,Russell,driver,St. Ann,Jamaica
960,Val,Star,artisan,Accra,Ghana
961,Aayla,Palmer,box lifter,Los Angeles,USA
962,Randy,Henderson,movie star,Mexico City,Mexico
963,Sista,Cooper,producer,Dakar,Senegal
964,Linda,Vibes,percussionist,Spanish Town,Jamaica
965,Jennifer,Sinclair,hustler,St. Ann,Jamaica
966,Courtney,Wise,hustler,Kingston,Jamaica
967,Bertie,Levi,guitarist,Negril,Jamaica
968,Ernie,Rocky,dancer,Dakar,Senegal
969,Angel,Wonder,grower,St. Ann,Jamaica
970,Kaleisha,Ward,producer,St. Ann,Jamaica
971,Angel,Hyatt,artisan,Spanish Town,Jamaica
972,Cameron,Youth,keyboard player,London,UK
973,Jah,Silvera,keyboard player,London,UK
974,Jennifer,Bailey,bassist,Manchester,UK
975,Sammy,Campbell,teacher,Mexico City,Mexico
976,Natty,Crystal,teacher,Montego Bay,Jamaica
977,Desmond,Forrest,activist,San Diego,USA
978,Ketty,Williams,deejay,Negril,Jamaica
979,Reggie,I,artisan,San Francisco,USA
980,Don,Clarke,rodie,Spanish Town,Jamaica
981,Bagga,Jarret,doctor,Spanish Town,Jamaica
982,Kimberley,Forrest,trader,Miami,USA
983,Jess,Hyatt,movie star,Negril,Jamaica
984,Willy,Love,drummer,Negril,Jamaica
985,Reggie,Jones,drummer,New York,USA
986,Tony,Lawson,keyboard player,London,UK
987,Sammy,McKenzie,movie star,Spanish Town,Jamaica
988,Ranking,Bhing,horns player,Negril,Jamaica
989,Mark,Lion,story teller,Negril,Jamaica
990,Lioness,Stephens,hustler,Rio de Janeiro,Brazil
991,Lou,Campbell,guitarist,Kingston,Jamaica
992,Taylor,Trader,photographer,New York,USA
993,Vinnie,Warren,promoter,London,UK
994,Casey,Anderson,story teller,Spanish Town,Jamaica
995,Don,Irie,athlete,Ocho Rios,Jamaica
996,Chloe,Spirit,dealer,Negril,Jamaica
997,Willy,Thompson,teacher,New York,USA
998,Jean,Youth,drummer,Luanda,Angola
999,Chance,Bear,designer,Virgin Islands,Virgin Islands
1000,Glen,White,journalist,Ocho Rios,Jamaica
1001,Kimberley,Echo,bassist,Kingston,Jamaica
1002,Don,Rodriguez,trader,Kingston,Jamaica
1003,Danny,Russell,percussionist,Los Angeles,USA
1004,Erin,Jackson,farmer,Kingston,Jamaica
1005,Daddy,Ranks,movie star,Havana,Cuba
1006,Ranking,Campbell,percussionist,Kingston,Jamaica
1007,Casey,Vibez,journalist,Spanish Town,Jamaica
1008,Daryl,Levi,cooker,Ocho Rios,Jamaica
1009,Gabby,Pryce,writter,Miami,USA
1010,Daryl,Warriah,philosopher,Manchester,UK
1011,Val,Chung,cooker,New York,USA
1012,Jackie,Nelson,trader,San Diego,USA
1013,Ranking,Lawson,dealer,London,UK
1014,Desmond,Love,hustler,Ocho Rios,Jamaica
1015,Lloyd,Brooks,designer,Kingston,Jamaica
1016,Ollie,Ford,keyboard player,Ocho Rios,Jamaica
1017,Linda,Cole,box lifter,Mexico City,Mexico
1018,Ashley,Brooks,philosopher,Kingston,Jamaica
1019,Ketty,West,athlete,New York,USA
1020,Desmond,Palmer,grower,Negril,Jamaica
1021,Carol,Black,activist,Manchester,UK
1022,Clair,Judah,grower,St. Ann,Jamaica
1023,Lee,I,photographer,St. Ann,Jamaica
1024,Reggie,Lewis,photographer,Lisbon,Portugal
1025,Gabby,Stone,guitarist,London,UK
1026,Kaleisha,Anderson,doctor,Manchester,UK
1027,Jess,Lawrence,athlete,Montego Bay,Jamaica
1028,Miss,Wonder,guitarist,Manchester,UK
1029,Cedella,Love,artisan,Montego Bay,Jamaica
1030,Jean,Chambers,hustler,Spanish Town,Jamaica
1031,Danny,Bhing,deejay,Bristol,UK
1032,Ellis,Silvera,designer,Kingston,Jamaica
1033,Bagga,Warriah,box lifter,Ocho Rios,Jamaica
1034,Ras,Chambers,designer,San Andres,Colombia
1035,Rickie,Buchanan,cooker,London,UK
1036,Tony,McKenzie,hustler,St. Ann,Jamaica
1037,Likkle,Chambers,trader,Montego Bay,Jamaica
1038,Gabby,Ross,athlete,San Jose,Costa Rica
1039,Erin,Cooper,guitarist,Addis Abeba,Ethiopia
1040,Ketty,Wong,developer,Havana,Cuba
1041,Delroy,Jackson,percussionist,Spanish Town,Jamaica
1042,Ricky,Banton,designer,New York,USA
1043,Alex,Edward,hustler,Ocho Rios,Jamaica
1044,Daddy,Bull,doctor,Montego Bay,Jamaica
1045,Linda,Wise,horns player,Toronto,Canada
1046,Desmond,Baker,welder,São Paulo,Brazil
1047,Glen,Stephens,dealer,Spanish Town,Jamaica
1048,Noel,Powell,grower,Montego Bay,Jamaica
1049,Shelly,Bull,producer,Virgin Islands,Virgin Islands
1050,Connie,Wise,poet,New York,USA
1051,Tony,Powell,driver,Accra,Ghana
1052,Kelly,Hyatt,selectah,Birmingham,UK
1053,Taylor,Whales,athlete,Luanda,Angola
1054,Jackie,Powell,driver,Accra,Ghana
1055,Jada,Smokey,keyboard player,Negril,Jamaica
1056,Ernie,Silvera,architect,Trinidad & Tobago,Trinidad & Tobago
1057,Bertie,Williams,hustler,Luanda,Angola
1058,Chevelle,Palmer,developer,Havana,Cuba
1059,Jah,Richardson,artisan,St. Ann,Jamaica
1060,Jerry,Green,journalist,Ocho Rios,Jamaica
1061,Sista,Cole,percussionist,Spanish Town,Jamaica
1062,Jennifer,Prophet,dread maker,Lisbon,Portugal
1063,Taylor,Richardson,cooker,St. Ann,Jamaica
1064,Vic,Reid,bassist,New York,USA
1065,Clive,Grant,movie star,New York,USA
1066,Rickie,Davidson,bassist,Havana,Cuba
1067,Horace,Clarke,dread maker,Spanish Town,Jamaica
1068,Willy,Sinclair,hustler,Ocho Rios,Jamaica
1069,Francis,Banks,grower,Spanish Town,Jamaica
1070,Gabby,Lion,percussionist,San Francisco,USA
1071,Judy,Cooper,grower,Lisbon,Portugal
1072,General,Ward,selectah,Spanish Town,Jamaica
1073,Jude,Youth,grower,New York,USA
1074,Cedella,Fraser,producer,London,UK
1075,Brooke,Spirit,drummer,Ocho Rios,Jamaica
1076,Bunny,Sinclair,teacher,Addis Abeba,Ethiopia
1077,Ketty,I,athlete,Spanish Town,Jamaica
1078,Shannon,Brooks,athlete,Panama,Panama
1079,Desmond,Wong,developer,San Jose,Costa Rica
1080,Bob,Lewis,deejay,Los Angeles,USA
1081,Sammy,Trader,movie star,São Luís,Brazil
1082,Ketty,Love,dealer,Montego Bay,Jamaica
1083,Jude,McKenzie,percussionist,Toronto,Canada
1084,Lee,Killah,movie star,Virgin Islands,Virgin Islands
1085,Vic,Richardson,guitarist,Negril,Jamaica
1086,Danny,18,hustler,London,UK
1087,Clair,Vibez,athlete,London,UK
1088,Gabby,Asher,movie star,Toronto,Canada
1089,Stevie,Jackson,grower,San Jose,Costa Rica
1090,Chance,Hylton,selectah,New York,USA
1091,Glen,Banton,guitarist,San Andres,Colombia
1092,Lou,Watson,promoter,Negril,Jamaica
1093,Noel,Vibez,driver,St. Ann,Jamaica
1094,Bagga,Ranks,photographer,Trinidad & Tobago,Trinidad & Tobago
